<M> f a h r w i n d <EOS>	f a h r w i n d e <EOS>	2
<M> f a h r z e u g k a t a l y s a t o r <EOS>	f a h r z e u g k a t a l y s a t o r e n <EOS>	1
<F> f a h r z e u g t e c h n i k <EOS>	f a h r z e u g t e c h n i k e n <EOS>	1
<N> f a i b l e <EOS>	f a i b l e s <EOS>	5
<M> f a k i r <EOS>	f a k i r e <EOS>	2
<M> f a k t o r <EOS>	f a k t o r e n <EOS>	1
<N> f a k t u m <EOS>	f a k t e n <EOS>	6
<F> f a k u l t ä t <EOS>	f a k u l t ä t e n <EOS>	1
<M> f a l b e <EOS>	f a l b e n <EOS>	1
<F> f a l b k a t z e <EOS>	f a l b k a t z e n <EOS>	1
<M> f a l k e <EOS>	f a l k e n <EOS>	1
<N> f a l l b e i l <EOS>	f a l l b e i l e <EOS>	2
<N> f a l l g a t t e r <EOS>	f a l l g a t t e r <EOS>	3
<N> f a l l r e e p <EOS>	f a l l r e e p e <EOS>	2
<N> f a l l r o h r <EOS>	f a l l r o h r e <EOS>	2
<M> f a l l s c h i r m j ä g e r <EOS>	f a l l s c h i r m j ä g e r <EOS>	3
<M> f a l l s c h i r m s p r i n g e r <EOS>	f a l l s c h i r m s p r i n g e r <EOS>	3
<F> f a l l s c h i r m s p r i n g e r i n <EOS>	f a l l s c h i r m s p r i n g e r i n n e n <EOS>	6
<M> f a l l s t r i c k <EOS>	f a l l s t r i c k e <EOS>	2
<M> f a l l t u r m <EOS>	f a l l t ü r m e <EOS>	2
<N> f a l s e t t <EOS>	f a l s e t t e <EOS>	2
<F> f a l t e <EOS>	f a l t e n <EOS>	1
<M> f a l t e r <EOS>	f a l t e r <EOS>	3
<M> f a l z <EOS>	f a l z e <EOS>	2
<F> f a m i l i e <EOS>	f a m i l i e n <EOS>	1
<N> f a m i l i e n m i t g l i e d <EOS>	f a m i l i e n m i t g l i e d e r <EOS>	4
<N> f a n a l <EOS>	f a n a l e <EOS>	2
<M> f a n a t i k e r <EOS>	f a n a t i k e r <EOS>	3
<M> f a n <EOS>	f a n s <EOS>	5
<M> f ä n g e r <EOS>	f ä n g e r <EOS>	3
<M> f a n g <EOS>	f ä n g e <EOS>	2
<F> f a n m e i l e <EOS>	f a n m e i l e n <EOS>	1
<F> f a n t a s i e <EOS>	f a n t a s i e n <EOS>	1
<M> f a n t a s t <EOS>	f a n t a s t e n <EOS>	1
<N> f a r b e n s p i e l <EOS>	f a r b e n s p i e l e <EOS>	2
<M> f a r b f e r n s e h e r <EOS>	f a r b f e r n s e h e r <EOS>	3
<M> f a r b l a c k <EOS>	f a r b l a c k e <EOS>	2
<N> f a r b p i g m e n t <EOS>	f a r b p i g m e n t e <EOS>	2
<M> f a r b s t i f t <EOS>	f a r b s t i f t e <EOS>	2
<M> f a r b s t o f f <EOS>	f a r b s t o f f e <EOS>	2
<M> f a r b t o n <EOS>	f a r b t ö n e <EOS>	2
<F> f ä r b u n g <EOS>	f ä r b u n g e n <EOS>	1
<M> f a r m e r <EOS>	f a r m e r <EOS>	3
<M> f a r m e r s a l a t <EOS>	f a r m e r s a l a t e <EOS>	2
<F> f ä r s e <EOS>	f ä r s e n <EOS>	1
<M> f a s a n <EOS>	f a s a n e <EOS>	2
<M> f a s c h i s t <EOS>	f a s c h i s t e n <EOS>	1
<F> f a s e <EOS>	f a s e n <EOS>	1
<F> f a s e r <EOS>	f a s e r n <EOS>	1
<F> f a s s a d e <EOS>	f a s s a d e n <EOS>	1
<F> f a s s b o m b e <EOS>	f a s s b o m b e n <EOS>	1
<N> f ä s s c h e n <EOS>	f ä s s c h e n <EOS>	3
<N> f a s s <EOS>	f ä s s e r <EOS>	4
<N> f a s s o n <EOS>	f a s s o n s <EOS>	5
<F> f a s s u n g <EOS>	f a s s u n g e n <EOS>	1
<F> f a s t e n z e i t <EOS>	f a s t e n z e i t e n <EOS>	1
<M> f a s z i k e l <EOS>	f a s z i k e l <EOS>	3
<M> f a u l p e l z <EOS>	f a u l p e l z e <EOS>	2
<M> f a u n <EOS>	f a u n e <EOS>	2
<F> f a u s t <EOS>	f ä u s t e <EOS>	2
<F> f a u s t f e u e r w a f f e <EOS>	f a u s t f e u e r w a f f e n <EOS>	1
<M> f a u s t h a n d s c h u h <EOS>	f a u s t h a n d s c h u h e <EOS>	2
<M> f a u x p a s <EOS>	f a u x p a s <EOS>	3
<M> f a v o r i t <EOS>	f a v o r i t e n <EOS>	1
<M> f a x <EOS>	f a x e <EOS>	2
<N> f a z i t <EOS>	f a z i t s <EOS>	5
<M> f e c h t e r <EOS>	f e c h t e r <EOS>	3
<F> f e c h t e r i n <EOS>	f e c h t e r i n n e n <EOS>	6
<N> f e d e r b a l l s p i e l <EOS>	f e d e r b a l l s p i e l e <EOS>	2
<M> f e d e r h a l t e r <EOS>	f e d e r h a l t e r <EOS>	3
<M> f e d e r s p i t z <EOS>	f e d e r s p i t z e <EOS>	2
<F> f e e <EOS>	f e e n <EOS>	1
<N> f e g e f e u e r <EOS>	f e g e f e u e r <EOS>	3
<F> f e h d e <EOS>	f e h d e n <EOS>	1
<M> f e h l b e t r a g <EOS>	f e h l b e t r ä g e <EOS>	2
<F> f e h l d e u t u n g <EOS>	f e h l d e u t u n g e n <EOS>	1
<M> f e h l e r c o d e <EOS>	f e h l e r c o d e s <EOS>	5
<M> f e h l g r i f f <EOS>	f e h l g r i f f e <EOS>	2
<M> f e h l s c h l a g <EOS>	f e h l s c h l ä g e <EOS>	2
<M> f e h l s c h l u s s <EOS>	f e h l c h l ü s s e <EOS>	6
<M> f e i e r a b e n d <EOS>	f e i e r a b e n d e <EOS>	2
<F> f e i e r <EOS>	f e i e r n <EOS>	1
<F> f e i g e <EOS>	f e i g e n <EOS>	1
<M> f e i g e n b a u m <EOS>	f e i g e n b ä u m e <EOS>	2
<M> f e i g l i n g <EOS>	f e i g l i n g e <EOS>	2
<F> f e i l e <EOS>	f e i l e n <EOS>	1
<N> f e i n d b i l d <EOS>	f e i n d b i l d e r <EOS>	4
<M> f e i n d <EOS>	f e i n d e <EOS>	2
<M> f e i n g e h a l t s t e m p e l <EOS>	f e i n g e h a l t s t e m p e l <EOS>	3
<M> f e i n g u s s <EOS>	f e i n g ü s s e <EOS>	2
<M> f e i n s c h m e c k e r <EOS>	f e i n s c h m e c k e r <EOS>	3
<N> f e i n s c h m e c k e r l o k a l <EOS>	f e i n s c h m e c k e r l o k a l e <EOS>	2
<M> f e i n s t a u b <EOS>	f e i n s t ä u b e <EOS>	2
<F> f e i n s t r u k t u r <EOS>	f e i n s t r u k t u r e n <EOS>	1
<F> f e i n s t r u k t u r k o n s t a n t e <EOS>	f e i n s t r u k t u r k o n s t a n t e n <EOS>	1
<N> f e l d b e t t <EOS>	f e l d b e t t e n <EOS>	1
<F> f e l d f o r s c h u n g <EOS>	f e l d f o r s c h u n g e n <EOS>	1
<M> f e l d h e r r <EOS>	f e l d h e r r e n <EOS>	1
<F> f e l d l i n i e <EOS>	f e l d l i n i e n <EOS>	1
<F> f e l d m a u s <EOS>	f e l d m ä u s e <EOS>	2
<N> f e l d m e s s e r <EOS>	f e l d m e s s e r <EOS>	3
<M> f e l d s a l a t <EOS>	f e l d s a l a t e <EOS>	2
<M> f e l d s p a t e n <EOS>	f e l d s p a t e n <EOS>	3
<M> f e l d s p a t <EOS>	f e l d s p a t e <EOS>	2
<M> f e l d v e r s u c h <EOS>	f e l d v e r s u c h e <EOS>	2
<M> f e l d z u g <EOS>	f e l d z ü g e <EOS>	2
<F> f e l g e <EOS>	f e l g e n <EOS>	1
<F> f e l g e n b r e m s e <EOS>	f e l g e n b r e m s e n <EOS>	1
<M> f e l l a c h e <EOS>	f e l l a c h e n <EOS>	1
<N> f e l l a c h i n <EOS>	f e l l a c h i n n e n <EOS>	6
<N> f e l l <EOS>	f e l l e <EOS>	2
<M> f e l l h a n d s c h u h <EOS>	f e l l h a n d s c h u h e <EOS>	2
<M> f e l s b o d e n <EOS>	f e l s b ö d e n <EOS>	3
<F> f e l s e n b i r n e <EOS>	f e l s e n b i r n e n <EOS>	1
<M> f e l s e n <EOS>	f e l s e n <EOS>	3
<M> f e l s e n p f e i f e r <EOS>	f e l s e n p f e i f e r <EOS>	3
<M> f e l s e n p i n g u i n <EOS>	f e l s e n p i n g u i n e <EOS>	2
<M> f e l s <EOS>	f e l s e n <EOS>	1
<F> f e m e <EOS>	f e m e n <EOS>	1
<M> f e m i n i s m u s <EOS>	f e m i n i s m e n <EOS>	6
<M> f e m i n i s t <EOS>	f e m i n i s t e n <EOS>	1
<M> f e n c h e l <EOS>	f e n c h e l <EOS>	3
<M> f e n n e k <EOS>	f e n n e k e <EOS>	2
<N> f e n n <EOS>	f e n n e <EOS>	2
<N> f e n s t e r b r e t t <EOS>	f e n s t e r b r e t t e r <EOS>	4
<M> f e n s t e r l a d e n <EOS>	f e n s t e r l ä d e n <EOS>	3
<M> f e n s t e r r a h m e n <EOS>	f e n s t e r r a h m e n <EOS>	3
<F> f e n s t e r s c h e i b e <EOS>	f e n s t e r s c h e i b e n <EOS>	1
<N> f e r k e l <EOS>	f e r k e l <EOS>	3
<F> f e r m a t e <EOS>	f e r m a t e n <EOS>	1
<N> f e r m i o n <EOS>	f e r m i o n e n <EOS>	1
<F> f e r n e <EOS>	f e r n e n <EOS>	1
<M> f e r n e r <EOS>	f e r n e r <EOS>	3
<N> f e r n g l a s <EOS>	f e r n g l ä s e r <EOS>	4
<M> f e r n s e h a p p a r a t <EOS>	f e r n s e h a p p a r a t e <EOS>	2
<N> f e r n s e h b i l d <EOS>	f e r n s e h b i l d e r <EOS>	4
<N> f e r n s e h g e r ä t <EOS>	f e r n s e h g e r ä t e <EOS>	2
<M> f e r n s e h p r e d i g e r <EOS>	f e r n s e h p r e d i g e r <EOS>	3
<M> f e r n s e h s c h i r m <EOS>	f e r n s e h s c h i r m e <EOS>	2
<M> f e r n s e h s e n d e r <EOS>	f e r n s e h s e n d e r <EOS>	3
<F> f e r n s e h s e n d u n g <EOS>	f e r n s e h s e n d u n g e n <EOS>	1
<M> f e r n s p r e c h e r <EOS>	f e r n s p r e c h e r <EOS>	3
<N> f e r n s t u d i u m <EOS>	f e r n s t u d i e n <EOS>	6
<M> f e r n v e r k e h r <EOS>	f e r n v e r k e h r e <EOS>	2
<N> f e r r e d o x i n <EOS>	f e r r e d o x i n e <EOS>	2
<M> f e r r i t <EOS>	f e r r i t e <EOS>	2
<F> f e r s e <EOS>	f e r s e n <EOS>	1
<N> f e r t i g g e r i c h t <EOS>	f e r t i g g e r i c h t e <EOS>	2
<N> f e r t i g h a u s <EOS>	f e r t i g h ä u s e r <EOS>	4
<F> f e r t i g u n g <EOS>	f e r t i g u n g e n <EOS>	1
<F> f e s s e l <EOS>	f e s s e l n <EOS>	1
<N> f e s s e l s p i e l <EOS>	f e s s e l s p i e l e <EOS>	2
<F> f e s t i g k e i t <EOS>	f e s t i g k e i t e n <EOS>	1
<N> f e s t i v a l <EOS>	f e s t i v a l s <EOS>	5
<M> f e s t k ö r p e r <EOS>	f e s t k ö r p e r <EOS>	3
<N> f e s t o n <EOS>	f e s t o n s <EOS>	5
<N> f e s t s p i e l <EOS>	f e s t s p i e l e <EOS>	2
<F> f e s t s t e l l u n g <EOS>	f e s t s t e l l u n g e n <EOS>	1
<M> f e s t s t o f f <EOS>	f e s t s t o f f e <EOS>	2
<F> f e s t u n g <EOS>	f e s t u n g e n <EOS>	1
<M> f e t t a l k o h o l <EOS>	f e t t a l k o h o l e <EOS>	2
<N> f e t t <EOS>	f e t t e <EOS>	2
<F> f e t t l e b e r <EOS>	f e t t l e b e r n <EOS>	1
<N> f e t t m o l e k ü l <EOS>	f e t t m o l e k ü l e <EOS>	2
<M> f e t t s a c k <EOS>	f e t t s ä c k e <EOS>	2
<F> f e t t s ä u r e <EOS>	f e t t s ä u r e n <EOS>	1
<M> f e t t w a n s t <EOS>	f e t t w ä n s t e <EOS>	2
<M> f e t z e n <EOS>	f e t z e n <EOS>	3
<F> f e u c h t p h a s e <EOS>	f e u c h t p h a s e n <EOS>	1
<M> f e u e r a l a r m <EOS>	f e u e r a l a r m e <EOS>	2
<F> f e u e r a m e i s e <EOS>	f e u e r a m e i s e n <EOS>	1
<F> f e u e r b o h n e <EOS>	f e u e r b o h n e n <EOS>	1
<N> f e u e r <EOS>	f e u e r <EOS>	3
<M> f e u e r f i s c h <EOS>	f e u e r f i s c h e <EOS>	2
<M> f e u e r k ä f e r <EOS>	f e u e r k ä f e r <EOS>	3
<F> f e u e r l e i t e r <EOS>	f e u e r l e i t e r n <EOS>	1
<N> f e u e r l ö s c h m i t t e l <EOS>	f e u e r l ö s c h m i t t e l <EOS>	3
<F> f e u e r p r o b e <EOS>	f e u e r p r o b e n <EOS>	1
<F> f e u e r t a u f e <EOS>	f e u e r t a u f e n <EOS>	1
<M> f e u e r t e u f e l <EOS>	f e u e r t e u f e l <EOS>	3
<M> f e u e r t u r m <EOS>	f e u e r t ü r m e <EOS>	2
<F> f e u e r w a n z e <EOS>	f e u e r w a n z e n <EOS>	1
<F> f e u e r w e h r <EOS>	f e u e r w e h r e n <EOS>	1
<F> f e u e r w e h r f r a u <EOS>	f e u e r w e h r f r a u e n <EOS>	1
<M> f e u e r w e h r m a n n <EOS>	f e u e r w e h r l e u t e <EOS>	6
<N> f e u e r w e r k <EOS>	f e u e r w e r k e <EOS>	2
<M> f e u e r w e r k s k ö r p e r <EOS>	f e u e r w e r k s k ö r p e r <EOS>	3
<N> f e u i l l e t o n <EOS>	f e u i l l e t o n s <EOS>	5
<N> f i a s k o <EOS>	f i a s k o s <EOS>	5
<M> f i c h t e n r ü s s e l k ä f e r <EOS>	f i c h t e n r ü s s e l k ä f e r <EOS>	3
<M> f i c h t e n s p i n n e r <EOS>	f i c h t e n s p i n n e r <EOS>	3
<M> f i c k e r <EOS>	f i c k e r <EOS>	3
<M> f i c k <EOS>	f i c k s <EOS>	5
<F> f i d j i r a l l e <EOS>	f i d j i r a l l e n <EOS>	1
<M> f i e b e r a n f a l l <EOS>	f i e b e r a n f ä l l e <EOS>	2
<N> f i e b e r <EOS>	f i e b e r <EOS>	3
<N> f i e b e r m i t t e l <EOS>	f i e b e r m i t t e l <EOS>	3
<N> f i e b e r t h e r m o m e t e r <EOS>	f i e b e r t h e r m o m e t e r <EOS>	3
<M> f i e s l i n g <EOS>	f i e s l i n g e <EOS>	2
<F> f i g u r <EOS>	f i g u r e n <EOS>	1
<N> f i l e t <EOS>	f i l e t s <EOS>	5
<M> f i l m e m a c h e r <EOS>	f i l m e m a c h e r <EOS>	3
<M> f i l m s t a r <EOS>	f i l m s t a r s <EOS>	5
<N> f i l o u <EOS>	f i l o u s <EOS>	5
<N> f i l t e r p a p i e r <EOS>	f i l t e r p a p i e r e <EOS>	2
<F> f i l t e r t ü t e <EOS>	f i l t e r t ü t e n <EOS>	1
<M> f i l t r a t <EOS>	f i l t r a t e <EOS>	2
<M> f i l z <EOS>	f i l z e <EOS>	2
<F> f i l z l a u s <EOS>	f i l z l ä u s e <EOS>	2
<M> f i m m e l <EOS>	f i m m e l <EOS>	3
<N> f i n a l e <EOS>	f i n a l e <EOS>	3
<M> f i n a n c i e r <EOS>	f i n a n c i e r s <EOS>	5
<N> f i n a n z a m t <EOS>	f i n a n z ä m t e r <EOS>	4
<M> f i n a n z a n l e g e r <EOS>	f i n a n z a n l e g e r <EOS>	3
<F> f i n a n z <EOS>	f i n a n z e n <EOS>	1
<M> f i n a n z i e r <EOS>	f i n a n z i e r s <EOS>	5
<F> f i n a n z i e r u n g <EOS>	f i n a n z i e r u n g e n <EOS>	1
<M> f i n a n z m a r k t <EOS>	f i n a n z m ä r k t e <EOS>	2
<M> f i n a n z m i n i s t e r <EOS>	f i n a n z m i n i s t e r <EOS>	3
<N> f i n a n z m i n i s t e r i u m <EOS>	f i n a n z m i n i s t e r i e n <EOS>	6
<M> f i n d l i n g <EOS>	f i n d l i n g e <EOS>	2
<M> f i n g e r a b d r u c k <EOS>	f i n g e r a b d r ü c k e <EOS>	2
<F> f i n g e r f e r t i g k e i t <EOS>	f i n g e r f e r t i g k e i t e n <EOS>	1
<M> f i n g e r h a n d s c h u h <EOS>	f i n g e r h a n d s c h u h e <EOS>	2
<M> f i n g e r h u t <EOS>	f i n g e r h ü t e <EOS>	2
<M> f i n g e r k n ö c h e l <EOS>	f i n g e r k n ö c h e l <EOS>	3
<M> f i n g e r n a g e l <EOS>	f i n g e r n ä g e l <EOS>	3
<F> f i n g e r s p i t z e <EOS>	f i n g e r s p i t z e n <EOS>	1
<N> f i n g e r s p i t z e n g e f ü h l <EOS>	f i n g e r s p i t z e n g e f ü h l e <EOS>	2
<M> f i n k <EOS>	f i n k e n <EOS>	1
<F> f i n n i n <EOS>	f i n n i n n e n <EOS>	6
<F> f i n n l ä n d e r i n <EOS>	f i n n l ä n d e r i n n e n <EOS>	6
<M> f i r m e n n a m e <EOS>	f i r m e n n a m e n <EOS>	1
<M> f i r m e n s i t z <EOS>	f i r m e n s i t z e <EOS>	2
<M> f i r m e n s t e m p e l <EOS>	f i r m e n s t e m p e l <EOS>	3
<F> f i r m u n g <EOS>	f i r m u n g e n <EOS>	1
<M> f i r n <EOS>	f i r n e <EOS>	2
<M> f i r n i s <EOS>	f i r n i s s e <EOS>	6
<M> f i s c h a d l e r <EOS>	f i s c h a d l e r <EOS>	3
<M> f i s c h b e s t a n d <EOS>	f i s c h b e s t ä n d e <EOS>	2
<M> f i s c h e r <EOS>	f i s c h e r <EOS>	3
<M> f i s c h e r m a r d e r <EOS>	f i s c h e r m a r d e r <EOS>	3
<M> f i s c h h ä n d l e r <EOS>	f i s c h h ä n d l e r <EOS>	3
<F> f i s c h k a t z e <EOS>	f i s c h k a t z e n <EOS>	1
<N> f i s c h m e s s e r <EOS>	f i s c h m e s s e r <EOS>	3
<M> f i s c h o t t e r <EOS>	f i s c h o t t e r <EOS>	3
<N> f i s c h s t ä b c h e n <EOS>	f i s c h s t ä b c h e n <EOS>	3
<F> f i s c h t r e p p e <EOS>	f i s c h t r e p p e n <EOS>	1
<M> f i s k u s <EOS>	f i s k e n <EOS>	6
<N> f i t n e s s s t u d i o <EOS>	f i t n e s s s t u d i o s <EOS>	5
<M> f i x e r <EOS>	f i x e r <EOS>	3
<N> f i x i e r b a d <EOS>	f i x i e r b ä d e r <EOS>	4
<N> f i x i e r s a l z <EOS>	f i x i e r s a l z e <EOS>	2
<M> f i x p u n k t <EOS>	f i x p u n k t e <EOS>	2
<M> f i x s t e r n <EOS>	f i x s t e r n e <EOS>	2
<F> f l ä c h e <EOS>	f l ä c h e n <EOS>	1
<F> f l a c h k o p f k a t z e <EOS>	f l a c h k o p f k a t z e n <EOS>	1
<N> f l a d e n b r o t <EOS>	f l a d e n b r o t e <EOS>	2
<M> f l a d e n <EOS>	f l a d e n <EOS>	3
<N> f l a g e o l e t t <EOS>	f l a g e o l e t t e <EOS>	2
<F> f l a g g e <EOS>	f l a g g e n <EOS>	1
<M> f l a m e <EOS>	f l a m e n <EOS>	1
<M> f l a m i n g o <EOS>	f l a m i n g o s <EOS>	5
<F> f l a m m e <EOS>	f l a m m e n <EOS>	1
<M> f l a n e l l <EOS>	f l a n e l l e <EOS>	2
<M> f l a n e u r <EOS>	f l a n e u r e <EOS>	2
<F> f l a n k e <EOS>	f l a n k e n <EOS>	1
<N> f l ä s c h c h e n <EOS>	f l ä s c h c h e n <EOS>	3
<F> f l a s c h e <EOS>	f l a s c h e n <EOS>	1
<M> f l a s c h e n h a l s <EOS>	f l a s c h e n h ä l s e <EOS>	2
<M> f l a s c h e n ö f f n e r <EOS>	f l a s c h e n ö f f n e r <EOS>	3
<M> f l a s h b a c k <EOS>	f l a s h b a c k s <EOS>	5
<F> f l a u s e <EOS>	f l a u s e n <EOS>	1
<F> f l a u t e <EOS>	f l a u t e n <EOS>	1
<F> f l e c h s e <EOS>	f l e c h s e n <EOS>	1
<F> f l e c h t e <EOS>	f l e c h t e n <EOS>	1
<N> f l e c k c h e n <EOS>	f l e c k c h e n <EOS>	3
<M> f l e c k e n g e s i c h t - a m e i s e n w ü r g e r <EOS>	f l e c k e n g e s i c h t - a m e i s e n w ü r g e r <EOS>	3
<F> f l e d e r m a u s <EOS>	f l e d e r m ä u s e <EOS>	2
<M> f l e g e l <EOS>	f l e g e l <EOS>	3
<N> f l e h e n <EOS>	f l e h e n <EOS>	3
<F> f l e i s c h e r e i <EOS>	f l e i s c h e r e i e n <EOS>	1
<M> f l e i s c h e r <EOS>	f l e i s c h e r <EOS>	3
<M> f l e i s c h f r e s s e r <EOS>	f l e i s c h f r e s s e r <EOS>	3
<M> f l e i s c h s a l a t <EOS>	f l e i s c h s a l a t e <EOS>	2
<F> f l e i s c h w u n d e <EOS>	f l e i s c h w u n d e n <EOS>	1
<F> f l e x i o n <EOS>	f l e x i o n e n <EOS>	1
<M> f l i c k e n <EOS>	f l i c k e n <EOS>	3
<N> f l i c k z e u g <EOS>	f l i c k z e u g e <EOS>	2
<M> f l i e d e r <EOS>	f l i e d e r <EOS>	3
<M> f l i e g e n p i l z <EOS>	f l i e g e n p i l z e <EOS>	2
<M> f l i e g e r a s s <EOS>	f l i e g e r a s s e <EOS>	2
<M> f l i e g e r <EOS>	f l i e g e r <EOS>	3
<F> f l i e s e <EOS>	f l i e s e n <EOS>	1
<M> f l i e ß <EOS>	f l i e ß e <EOS>	2
<N> f l i e ß g l e i c h g e w i c h t <EOS>	f l i e ß g l e i c h g e w i c h t e <EOS>	2
<M> f l i e ß t e x t <EOS>	f l i e ß t e x t e <EOS>	2
<F> f l i n t e <EOS>	f l i n t e n <EOS>	1
<M> f l i p p e r <EOS>	f l i p p e r <EOS>	3
<M> f l i r t <EOS>	f l i r t s <EOS>	5
<N> f l i t t c h e n <EOS>	f l i t t c h e n <EOS>	3
<M> f l i t t e r <EOS>	f l i t t e r <EOS>	3
<M> f l i t z e r <EOS>	f l i t z e r <EOS>	3
<F> f l o c k e <EOS>	f l o c k e n <EOS>	1
<M> f l o h z i r k u s <EOS>	f l o h z i r k u s s e <EOS>	6
<N> f l o r e t t <EOS>	f l o r e t t e <EOS>	2
<M> f l o r <EOS>	f l o r e <EOS>	2
<F> f l o r i d a e n t e <EOS>	f l o r i d a e n t e n <EOS>	1
<M> f l o r i s t <EOS>	f l o r i s t e n <EOS>	1
<F> f l o s k e l <EOS>	f l o s k e l n <EOS>	1
<F> f l o s s e <EOS>	f l o s s e n <EOS>	1
<M> f l ö ß e r <EOS>	f l ö ß e r <EOS>	3
<N> f l o ß <EOS>	f l ö ß e <EOS>	2
<F> f l ö t e <EOS>	f l ö t e n <EOS>	1
<N> f l ö t e n k o n z e r t <EOS>	f l ö t e n k o n z e r t e <EOS>	2
<M> f l ö t i s t <EOS>	f l ö t i s t e n <EOS>	1
<F> f l o t t e <EOS>	f l o t t e n <EOS>	1
<M> f l u c h <EOS>	f l ü c h e <EOS>	2
<F> f l u c h t g e s c h w i n d i g k e i t <EOS>	f l u c h t g e s c h w i n d i g k e i t e n <EOS>	1
<M> f l ü c h t i g k e i t s f e h l e r <EOS>	f l ü c h t i g k e i t s f e h l e r <EOS>	3
<M> f l ü c h t l i n g <EOS>	f l ü c h t l i n g e <EOS>	2
<M> f l u g b e g l e i t e r <EOS>	f l u g b e g l e i t e r <EOS>	3
<N> f l u g b e n z i n <EOS>	f l u g b e n z i n e <EOS>	2
<N> f l u g b l a t t <EOS>	f l u g b l ä t t e r <EOS>	4
<F> f l ü g e l f l ä c h e <EOS>	f l ü g e l f l ä c h e n <EOS>	1
<M> f l ü g e l <EOS>	f l ü g e l <EOS>	3
<N> f l ü g e l h o r n <EOS>	f l ü g e l h ö r n e r <EOS>	4
<M> f l u g <EOS>	f l ü g e <EOS>	2
<F> f l u g g e s e l l s c h a f t <EOS>	f l u g g e s e l l s c h a f t e n <EOS>	1
<N> f l u g h ö r n c h e n <EOS>	f l u g h ö r n c h e n <EOS>	3
<M> f l u g k a p i t ä n <EOS>	f l u g k a p i t ä n e <EOS>	2
<M> f l u g k o r r i d o r <EOS>	f l u g k o r r i d o r e <EOS>	2
<F> f l u g l i n i e <EOS>	f l u g l i n i e n <EOS>	1
<M> f l u g p l a t z <EOS>	f l u g p l ä t z e <EOS>	2
<M> f l u g s c h r e i b e r <EOS>	f l u g s c h r e i b e r <EOS>	3
<N> f l u g z e u g m u t t e r s c h i f f <EOS>	f l u g z e u g m u t t e r s c h i f f e <EOS>	2
<M> f l u g z e u g t r ä g e r <EOS>	f l u g z e u g t r ä g e r <EOS>	3
<N> f l u g z e u g t r i e b w e r k <EOS>	f l u g z e u g t r i e b w e r k e <EOS>	2
<N> f l u i d <EOS>	f l u i d e <EOS>	2
<F> f l u n d e r <EOS>	f l u n d e r n <EOS>	1
<N> f l u o r a c e t a t <EOS>	f l u o r a c e t a t e <EOS>	2
<M> f l u o r a p a t i t <EOS>	f l u o r a p a t i t e <EOS>	2
<N> f l u o r a t o m <EOS>	f l u o r a t o m e <EOS>	2
<M> f l u o r c a r b o n <EOS>	f l u o r c a r b o n e <EOS>	2
<M> f l u o r c h l o r k o h l e n w a s s e r s t o f f <EOS>	f l u o r c h l o r k o h l e n w a s s e r s t o f f e <EOS>	2
<N> f l u o r c i t r a t <EOS>	f l u o r c i t r a t e <EOS>	2
<M> f l u o r e s z e n z f a r b s t o f f <EOS>	f l u o r e s z e n z f a r b s t o f f e <EOS>	2
<F> f l u o r e s z e n z <EOS>	f l u o r e s z e n z e n <EOS>	1
<M> f l u o r g e h a l t <EOS>	f l u o r g e h a l t e <EOS>	2
<M> f l u o r k o h l e n w a s s e r s t o f f <EOS>	f l u o r k o h l e n w a s s e r s t o f f e <EOS>	2
<N> f l u o r o h y d r i d <EOS>	f l u o r o h y d r i d e <EOS>	2
<N> f l u o r r a d i k a l <EOS>	f l u o r r a d i k a l e <EOS>	2
<N> f l u o r s a l z <EOS>	f l u o r s a l z e <EOS>	2
<F> f l u s e <EOS>	f l u s e n <EOS>	1
<M> f l u s s b a r s c h <EOS>	f l u s s b a r s c h e <EOS>	2
<N> f l u s s b e t t <EOS>	f l u s s b e t t e n <EOS>	1
<M> f l u s s <EOS>	f l ü s s e <EOS>	2
<N> f l ü s s i g g a s <EOS>	f l ü s s i g g a s e <EOS>	2
<M> f l ü s s i g k r i s t a l l b i l d s c h i r m <EOS>	f l ü s s i g k r i s t a l l b i l d s c h i r m e <EOS>	2
<M> f l ü s s i g t r e i b s t o f f <EOS>	f l ü s s i g t r e i b s t o f f e <EOS>	2
<N> f l u s s s e d i m e n t <EOS>	f l u s s s e d i m e n t e <EOS>	2
<M> f l u s s s p a t <EOS>	f l u s s s p a t e <EOS>	2
<N> f l u s s u f e r <EOS>	f l u s s u f e r <EOS>	3
<N> f l u s s w a s s e r <EOS>	f l u s s w ä s s e r <EOS>	3
<F> f l u t <EOS>	f l u t e n <EOS>	1
<N> f o h l e n <EOS>	f o h l e n <EOS>	3
<M> f ö h n <EOS>	f ö h n e <EOS>	2
<F> f ö h r e <EOS>	f ö h r e n <EOS>	1
<M> f o k u s <EOS>	f o k u s s e <EOS>	6
<F> f o l g e <EOS>	f o l g e n <EOS>	1
<M> f o l i e n s a t z <EOS>	f o l i e n s ä t z e <EOS>	2
<F> f o l t e r <EOS>	f o l t e r n <EOS>	1
<M> f o l t e r k n e c h t <EOS>	f o l t e r k n e c h t e <EOS>	2
<F> f o n d u e <EOS>	f o n d u e s <EOS>	5
<M> f o o t b a l l <EOS>	f o o t b a l l s <EOS>	5
<F> f ö r d e <EOS>	f ö r d e n <EOS>	1
<F> f o r d e r u n g <EOS>	f o r d e r u n g e n <EOS>	1
<F> f o r k e <EOS>	f o r k e n <EOS>	1
